Education,Marital_Status,HasChildren,AgeGroup,Income,Recency,Complain,Days_Since_Enrolled,Years_Since_Enrolled,NumDealsPurchases,NumWebVisitsMonth,NumTotalPurchases,MntRegularProds,MntGoldProds,MntTotal,AcceptedCmpTotal,HasAcceptedCmp,Response
Graduation,Single,1,31-45,65333.0,58,0,163,0,7,6,21,768,30,798,2,1,0
Graduation,Single,0,46-60,78499.0,12,0,218,0,1,4,18,1237,97,1334,1,1,1
PhD,Partner,1,31-45,29732.0,23,0,96,0,1,9,4,34,4,38,0,0,0
Master,Partner,1,46-60,41275.0,33,0,97,0,4,5,7,52,9,61,0,0,0
PhD,Partner,1,31-45,63516.0,30,0,358,0,4,5,12,295,5,300,0,0,0
PhD,Partner,1,46-60,42769.0,15,0,260,0,2,4,6,88,0,88,0,0,0
Master,Partner,1,46-60,49572.0,25,0,196,0,2,7,5,53,1,54,0,0,0
Graduation,Partner,0,31-45,69209.0,4,0,650,1,2,4,14,1654,128,1782,1,1,0
Graduation,Partner,1,31-45,17148.0,80,0,152,0,4,8,7,52,16,68,0,0,0
Graduation,Single,1,31-45,40590.0,30,0,270,0,5,6,10,221,37,258,1,1,0
Master,Partner,1,31-45,30560.0,6,0,367,1,1,7,4,24,7,31,0,0,0
2n Cycle,Partner,1,31-45,32146.0,16,0,48,0,2,6,6,63,3,66,0,0,0
2n Cycle,Single,1,46-60,41713.0,57,0,61,0,5,6,8,149,25,174,0,0,0
Master,Partner,1,31-45,34176.0,9,0,158,0,1,3,4,26,2,28,0,0,0
PhD,Partner,1,46-60,58482.0,59,0,109,0,2,6,20,724,7,731,1,1,0
Graduation,Single,1,46-60,59686.0,78,0,155,0,1,4,11,269,5,274,0,0,0
PhD,Partner,1,46-60,60896.0,90,0,626,1,3,6,23,1548,153,1701,0,0,1
Graduation,Partner,1,31-45,62994.0,74,0,117,0,1,6,12,300,12,312,0,0,0
Graduation,Partner,1,46-60,47320.0,10,0,332,0,6,6,14,395,19,414,0,0,0
2n Cycle,Single,0,61+,74859.0,63,0,391,1,1,3,22,1492,73,1565,1,1,0
Basic,Single,1,18-30,15253.0,13,0,244,0,2,7,4,16,13,29,0,0,0
PhD,Single,1,31-45,31560.0,98,0,370,1,2,8,6,87,7,94,0,0,0
Graduation,Single,1,46-60,72071.0,4,0,500,1,3,2,17,1188,150,1338,0,0,0
Master,Single,0,18-30,91172.0,94,0,459,1,0,3,14,1036,56,1092,4,1,1
Graduation,Partner,0,18-30,90000.0,91,0,188,0,1,1,17,1238,241,1479,3,1,0
Graduation,Single,1,31-45,41967.0,66,0,218,0,1,4,4,39,15,54,0,0,0
Graduation,Single,1,46-60,69263.0,14,0,116,0,1,6,17,547,21,568,1,1,0
2n Cycle,Single,0,31-45,65706.0,77,0,366,1,1,7,26,1070,129,1199,3,1,1
Graduation,Partner,1,31-45,60934.0,41,0,163,0,2,4,21,819,54,873,0,0,0
Graduation,Partner,1,61+,71965.0,21,0,335,0,3,3,14,965,248,1213,0,0,0
Graduation,Partner,1,46-60,65210.0,25,0,111,0,2,6,20,703,28,731,2,1,0
PhD,Partner,0,31-45,79174.0,2,0,534,1,1,2,18,1914,129,2043,2,1,1
Master,Single,0,46-60,81380.0,51,0,554,1,1,2,16,1790,103,1893,0,0,0
PhD,Single,1,31-45,48432.0,3,0,619,1,5,8,14,382,42,424,0,0,0
Graduation,Partner,1,31-45,52914.0,32,0,538,1,2,7,13,348,227,575,1,1,0
Graduation,Partner,1,46-60,38946.0,84,0,248,0,2,5,10,216,41,257,0,0,0
Graduation,Partner,1,31-45,26067.0,49,0,237,0,3,8,6,44,12,56,0,0,0
PhD,Partner,1,31-45,44325.0,69,0,479,1,4,8,17,537,5,542,1,1,0
Graduation,Partner,0,46-60,42523.0,96,0,67,0,1,2,6,90,35,125,0,0,0
Basic,Single,1,31-45,26487.0,23,0,405,1,3,5,6,46,23,69,0,0,0
2n Cycle,Partner,1,46-60,53233.0,18,0,103,0,1,4,4,40,0,40,0,0,0
Graduation,Partner,1,46-60,67716.0,8,0,535,1,4,5,24,960,56,1016,1,1,0
Master,Partner,1,31-45,76234.0,21,0,143,0,1,3,22,866,41,907,1,1,0
PhD,Partner,0,46-60,84117.0,60,0,49,0,1,2,23,1540,26,1566,1,1,0
Master,Partner,0,46-60,65487.0,48,0,170,0,3,2,14,1006,163,1169,0,0,0
Basic,Partner,1,31-45,25224.0,36,0,105,0,2,3,5,38,8,46,0,0,0
Master,Single,0,31-45,89616.0,36,0,489,1,1,2,24,1629,15,1644,0,0,1
Graduation,Single,1,31-45,40851.0,63,0,493,1,1,7,4,35,24,59,0,0,0
Graduation,Partner,0,61+,27469.0,2,0,696,1,1,6,3,17,0,17,0,0,0
2n Cycle,Partner,0,46-60,82347.0,38,0,600,1,1,3,24,1790,63,1853,2,1,1
Graduation,Partner,1,46-60,73803.0,61,0,697,1,2,6,20,1354,174,1528,1,1,1
Master,Single,1,61+,8820.0,52,0,464,1,4,8,6,31,4,35,0,0,0
Graduation,Single,0,31-45,43322.0,25,0,69,0,1,7,7,123,18,141,0,0,0
Graduation,Partner,1,31-45,55593.0,63,0,312,0,2,6,15,440,106,546,1,1,0
Graduation,Partner,1,46-60,50501.0,10,0,376,1,7,6,13,348,152,500,1,1,1
Graduation,Partner,1,31-45,37085.0,65,0,3,0,4,8,6,58,3,61,0,0,0
Basic,Single,1,18-30,16185.0,71,0,328,0,2,8,6,61,45,106,0,0,0
Graduation,Single,1,31-45,57731.0,0,0,583,1,4,6,22,660,44,704,0,0,0
PhD,Single,1,31-45,48432.0,3,0,619,1,5,8,14,382,42,424,0,0,1
Graduation,Partner,1,31-45,73807.0,88,0,543,1,2,2,21,795,54,849,0,0,0
Graduation,Partner,0,18-30,18929.0,15,0,498,1,1,6,5,67,18,85,0,0,0
Graduation,Single,1,46-60,35893.0,80,0,622,1,6,8,9,181,18,199,0,0,0
Graduation,Partner,1,31-45,61014.0,17,0,687,1,4,7,16,1118,29,1147,0,0,0
Graduation,Partner,1,46-60,32144.0,76,0,98,0,4,7,6,51,3,54,1,1,0
Basic,Partner,1,46-60,14918.0,52,0,569,1,1,6,4,28,15,43,0,0,0
Graduation,Single,1,46-60,45146.0,28,0,349,0,2,4,4,38,15,53,0,0,0
2n Cycle,Single,1,46-60,41769.0,31,0,501,1,6,8,16,494,27,521,0,0,0
Graduation,Partner,0,31-45,88325.0,42,0,144,0,1,2,17,1570,53,1623,0,0,0
Master,Single,1,61+,38054.0,24,0,59,0,2,7,5,45,0,45,0,0,0
2n Cycle,Single,0,18-30,80617.0,42,0,625,1,1,2,18,1403,32,1435,0,0,0
Graduation,Partner,1,31-45,5305.0,12,0,334,0,0,13,1,27,5,32,0,0,0
Graduation,Partner,1,46-60,36807.0,88,0,556,1,1,6,3,11,5,16,0,0,0
Graduation,Partner,1,31-45,28427.0,67,0,465,1,2,8,5,46,6,52,0,0,0
PhD,Single,0,61+,82032.0,54,0,85,0,0,1,17,1177,57,1234,0,0,0
Graduation,Partner,1,31-45,22775.0,40,0,375,1,1,8,3,14,1,15,0,0,0
Master,Partner,1,18-30,40101.0,73,0,623,1,4,7,13,353,62,415,0,0,0
Graduation,Partner,1,31-45,58025.0,81,0,215,0,3,4,15,448,22,470,0,0,0
Master,Single,0,31-45,75777.0,12,0,360,0,1,1,20,1358,80,1438,2,1,1
2n Cycle,Partner,1,31-45,7500.0,7,0,418,1,4,7,7,32,21,53,0,0,0
Master,Partner,1,46-60,33562.0,33,0,4,0,3,4,6,48,3,51,0,0,0
PhD,Single,1,31-45,57642.0,24,0,171,0,3,4,19,652,27,679,1,1,0
Graduation,Partner,1,46-60,58554.0,55,0,641,1,6,7,16,498,88,586,0,0,0
Graduation,Partner,1,31-45,63777.0,87,0,462,1,8,8,18,600,53,653,0,0,0
Graduation,Single,1,46-60,57967.0,39,0,483,1,5,5,14,377,91,468,0,0,0
Graduation,Partner,1,31-45,24434.0,9,0,42,0,2,7,5,33,17,50,0,0,0
Graduation,Single,1,18-30,11012.0,82,0,470,1,3,9,6,61,23,84,1,1,0
Master,Single,0,31-45,44802.0,71,0,677,1,2,8,25,1029,20,1049,0,0,0
Graduation,Single,0,18-30,26816.0,50,0,681,1,1,4,3,19,3,22,0,0,0
Graduation,Partner,1,31-45,51381.5,23,0,392,1,4,6,7,50,12,62,0,0,0
Graduation,Partner,1,31-45,34421.0,81,0,363,0,1,7,3,21,9,30,0,0,0
Graduation,Partner,1,46-60,61223.0,46,0,381,1,2,5,16,1094,247,1341,0,0,0
PhD,Partner,1,61+,64014.0,56,0,19,0,7,7,15,436,8,444,1,1,0
Graduation,Single,0,31-45,56981.0,91,0,155,0,1,6,18,1217,24,1241,1,1,0
Master,Partner,1,46-60,69245.0,8,0,156,0,2,3,21,782,61,843,0,0,0
PhD,Partner,1,46-60,52869.0,40,0,622,1,3,7,8,151,21,172,0,0,1
