Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days_Since_Enrolled,Years_Since_Enrolled,Age,AgeGroup,Children,MntTotal,AcceptedCmpTotal,NumTotalPurchases,HasChildren,MntRegularProds,HasAcceptedCmp
1974,PhD,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,601,1,40,31-45,0,1797,1,16,0,1760,1
1966,Graduation,Partner,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,633,1,48,46-60,2,40,0,4,1,39,0
1963,PhD,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,590,1,51,46-60,1,1143,0,15,1,1021,0
1969,Master,Partner,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,1,0,45,31-45,0,914,1,13,0,897,1
1992,Graduation,Partner,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,525,1,22,18-30,0,1502,1,11,0,1432,1
1954,Graduation,Single,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,500,1,60,46-60,1,1338,0,17,1,1188,0
1983,PhD,Partner,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,343,0,31,31-45,1,27,0,4,1,26,0
1982,2n Cycle,Partner,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,274,0,32,31-45,1,763,1,20,1,721,1
1951,Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,345,0,63,61+,0,1331,0,21,0,1178,0
1956,Graduation,Partner,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,302,0,58,46-60,2,525,0,16,1,491,0
1961,PhD,Partner,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,14,0,53,46-60,2,9,0,3,1,8,0
1962,Graduation,Partner,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,83,0,52,46-60,1,953,1,13,1,892,1
1971,Master,Single,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,261,0,43,31-45,2,68,0,5,1,65,0
1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,0,43,31-45,2,131,0,7,1,119,0
1968,Graduation,Partner,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,324,0,46,46-60,1,882,0,20,1,720,0
1978,2n Cycle,Partner,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,663,1,36,31-45,0,1149,0,23,0,917,0
1969,Graduation,Partner,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,287,0,45,31-45,1,37,0,4,1,28,0
1965,PhD,Single,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,308,0,49,46-60,1,388,0,13,1,338,0
1986,Graduation,Partner,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,499,1,28,18-30,0,1428,0,15,0,1262,0
1958,Master,Partner,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,402,1,56,46-60,0,1633,0,23,0,1541,0
1975,Master,Partner,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,403,1,39,31-45,1,173,0,7,1,125,0
1987,Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,264,0,27,18-30,1,99,0,7,1,90,0
1959,Graduation,Partner,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,471,1,55,46-60,1,215,0,9,1,184,0
1962,PhD,Partner,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,497,1,52,46-60,1,929,0,23,1,894,0
1974,Graduation,Partner,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,101,0,40,31-45,1,219,0,9,1,185,0
1977,Graduation,Partner,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,291,0,37,31-45,2,174,0,8,1,152,0
1978,Graduation,Partner,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,566,1,36,31-45,2,92,0,6,1,89,0
1970,PhD,Partner,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,293,0,44,31-45,0,1052,0,24,0,986,0
1957,Graduation,Partner,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,464,1,57,46-60,1,275,1,11,1,255,1
1955,2n Cycle,Partner,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,695,1,59,46-60,1,587,0,14,1,395,0
1954,PhD,Single,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,645,1,60,46-60,1,1662,0,22,1,1486,0
1982,PhD,Partner,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,503,1,32,31-45,1,159,0,8,1,152,0
1953,Master,Single,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,391,1,61,61+,0,1024,3,17,0,952,1
1968,Master,Single,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,67,0,46,46-60,1,35,0,5,1,32,0
1957,Master,Partner,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,302,0,57,46-60,0,1042,0,14,0,957,0
1965,Master,Partner,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,204,0,49,46-60,2,395,0,14,1,384,0
1975,PhD,Partner,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,655,1,39,31-45,0,557,3,22,0,494,1
1963,PhD,Partner,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,6,0,51,46-60,2,9,0,0,1,8,0
1990,Graduation,Partner,30093.0,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,356,0,24,18-30,0,69,0,5,0,53,0
1966,PhD,Partner,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,169,0,48,46-60,1,486,0,15,1,446,0
1988,Graduation,Single,25008.0,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,147,0,26,18-30,1,34,0,4,1,25,0
1995,2n Cycle,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,649,1,19,18-30,0,1365,2,27,0,1298,1
1975,Graduation,Partner,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,406,1,39,31-45,1,13,0,3,1,11,0
1978,PhD,Partner,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,608,1,36,31-45,0,1401,0,20,0,1348,0
1961,Graduation,Partner,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,534,1,53,46-60,0,1574,0,13,0,1544,0
1984,PhD,Single,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,292,0,30,18-30,0,1323,0,19,0,1285,0
1971,Master,Single,74290.0,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,321,0,43,31-45,1,1217,2,28,1,1205,1
1951,Master,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,589,1,63,61+,3,103,0,6,1,90,0
1976,Master,Partner,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,360,0,38,31-45,0,84,0,6,0,66,0
1972,PhD,Partner,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,519,1,42,31-45,0,1536,0,22,0,1507,0
1985,Graduation,Partner,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,649,1,29,18-30,1,581,0,16,1,484,0
1966,PhD,Partner,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,599,1,48,46-60,1,928,0,13,1,902,0
1975,2n Cycle,Single,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,196,0,39,31-45,0,14,0,3,0,8,0
1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,326,0,35,31-45,1,424,0,14,1,397,0
1971,Graduation,Partner,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,258,0,43,31-45,1,960,0,13,1,907,0
1982,Graduation,Partner,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,1,32,31-45,0,1555,1,19,0,1460,1
1973,Graduation,Single,60208.0,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,630,1,41,31-45,2,656,1,18,1,597,1
1968,Master,Partner,32889.0,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,296,0,46,46-60,2,55,0,6,1,47,0
1984,Graduation,Single,34738.0,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,49,0,30,18-30,1,20,0,4,1,18,0
1971,Master,Partner,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,636,1,43,31-45,1,367,0,13,1,347,0
1977,2n Cycle,Partner,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,111,0,37,31-45,0,2257,3,21,0,2074,1
1967,PhD,Single,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,120,0,47,46-60,1,42,0,5,1,34,0
1964,Graduation,Single,69932.0,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,382,1,50,46-60,1,1049,0,24,1,992,0
1972,Graduation,Single,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,74,0,42,31-45,2,48,0,5,1,40,0
1948,PhD,Single,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,543,1,66,61+,1,685,0,19,1,659,0
1952,Graduation,Single,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,0,62,61+,1,39,0,4,1,39,0
1987,2n Cycle,Single,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,142,0,27,18-30,0,43,0,4,0,27,0
1959,Master,Single,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,682,1,55,46-60,0,835,0,18,0,616,0
1958,Graduation,Partner,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,159,0,56,46-60,0,1515,1,19,0,1312,1
1951,PhD,Partner,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,495,1,63,61+,1,1039,0,24,1,982,0
1975,Graduation,Single,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,349,0,39,31-45,1,1596,0,23,1,1550,0
1984,PhD,Partner,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,622,1,30,18-30,0,1828,0,17,0,1795,0
1969,PhD,Partner,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,60,0,45,31-45,1,34,1,4,1,22,1
1968,PhD,Single,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,72,0,46,46-60,1,149,0,8,1,145,0
1969,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,406,1,45,31-45,1,946,1,22,1,838,1
1985,PhD,Single,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,41,0,29,18-30,0,28,0,5,0,28,0
1984,Graduation,Single,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,603,1,30,18-30,1,450,0,15,1,438,0
1957,PhD,Partner,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,161,0,57,46-60,2,46,0,4,1,32,0
1971,PhD,Single,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,234,0,43,31-45,0,1702,1,15,0,1667,1
1975,Graduation,Partner,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,293,0,39,31-45,2,820,0,21,1,790,0
1982,Graduation,Partner,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,488,1,32,31-45,1,382,1,13,1,355,1
1988,PhD,Partner,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,1,26,18-30,0,2126,0,19,0,1954,0
1989,Master,Partner,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,58,0,25,18-30,0,2069,3,19,0,1916,1
1985,Graduation,Partner,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,518,1,29,18-30,1,72,0,5,1,67,0
1968,Graduation,Single,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,26,0,46,46-60,1,732,2,20,1,704,1
1974,Graduation,Single,69719.0,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,34,0,40,31-45,0,801,0,10,0,758,0
1949,Graduation,Single,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,252,0,65,61+,1,236,0,10,1,221,0
1978,Basic,Partner,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,658,1,36,31-45,1,80,1,4,1,44,1
1954,PhD,Single,90933.0,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,90,0,60,46-60,0,1685,1,14,0,1606,1
1945,PhD,Single,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,32,0,69,61+,0,277,0,27,0,274,0
1950,PhD,Partner,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,381,1,64,61+,1,507,0,16,1,493,0
1964,PhD,Partner,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,491,1,50,46-60,2,68,0,5,1,64,0
1983,Graduation,Single,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,77,0,31,31-45,0,49,0,4,0,38,0
1987,Master,Partner,73395.0,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,103,0,27,18-30,0,397,0,14,0,386,0
1971,Graduation,Single,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,248,0,43,31-45,1,39,0,6,1,37,0
1968,Graduation,Partner,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,155,0,46,46-60,1,306,1,12,1,297,1
1954,Graduation,Partner,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,414,1,60,46-60,0,976,0,13,0,923,0
1971,PhD,Partner,60491.0,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,296,0,43,31-45,1,1028,0,24,1,952,0
1986,Graduation,Partner,33235.0,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,144,0,28,18-30,1,70,0,6,1,64,0
1959,Graduation,Partner,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,467,1,55,46-60,0,46,0,4,0,41,0
1980,Master,Partner,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,276,0,34,31-45,1,51,1,4,1,32,1
1960,2n Cycle,Partner,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,70,0,54,46-60,0,1263,0,21,0,1235,0
1970,Graduation,Single,67384.0,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,596,1,44,31-45,1,1490,1,20,1,1383,1
1971,Master,Partner,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,623,1,43,31-45,0,1564,0,23,0,1549,0
1967,Graduation,Partner,77870.0,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,676,1,47,46-60,1,1815,2,15,1,1682,1
1963,PhD,Single,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,520,1,51,46-60,1,1198,0,25,1,1024,0
1968,Graduation,Single,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,674,1,46,46-60,1,416,2,16,1,279,1
1990,Graduation,Partner,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,498,1,24,18-30,0,85,0,5,0,67,0
1981,PhD,Single,36038.0,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,394,1,33,31-45,1,47,0,6,1,40,0
1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,494,1,38,31-45,0,137,0,7,0,119,0
1965,PhD,Partner,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,550,1,49,46-60,2,21,0,3,1,19,0
1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,7,0,37,31-45,1,70,0,5,1,47,0
1972,2n Cycle,Partner,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,161,0,42,31-45,1,909,0,20,1,724,0
1956,Graduation,Single,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,617,1,58,46-60,0,1676,4,22,0,1649,1
1943,Master,Single,77598.0,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,271,0,71,61+,0,1735,1,25,0,1702,1
1959,Graduation,Single,80982.0,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,537,1,55,46-60,2,1191,0,27,1,1169,0
1977,Master,Partner,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,297,0,37,31-45,1,24,0,4,1,19,0
1969,PhD,Partner,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,583,1,45,31-45,1,1182,2,17,1,1148,1
1970,Graduation,Partner,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,371,1,44,31-45,0,1280,0,13,0,1253,0
1957,Graduation,Single,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,593,1,57,46-60,0,1336,0,18,0,1228,0
1965,Master,Partner,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,377,1,49,46-60,2,749,0,19,1,658,0
1974,PhD,Partner,61917.0,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,221,0,40,31-45,2,91,0,6,1,90,0
1947,PhD,Partner,67472.0,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,274,0,67,61+,1,414,0,13,1,345,0
1982,Master,Partner,21059.0,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,173,0,32,31-45,1,44,0,6,1,36,0
1968,Master,Partner,29543.0,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,89,0,46,46-60,2,63,0,6,1,45,0
1951,Graduation,Partner,75903.0,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,447,1,63,61+,1,901,0,21,1,801,0
1975,2n Cycle,Partner,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,661,1,39,31-45,2,38,0,4,1,35,0
1956,PhD,Single,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,476,1,58,46-60,1,455,0,15,1,447,0
1949,PhD,Single,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,587,1,65,61+,1,775,0,21,1,775,0
1959,Master,Partner,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,98,0,55,46-60,1,15,0,3,1,14,0
1973,Graduation,Partner,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,302,0,41,31-45,1,38,0,5,1,34,0
1984,PhD,Partner,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,143,0,30,18-30,0,1512,3,21,0,1400,1
1950,Graduation,Partner,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,531,1,64,61+,1,43,0,4,1,39,0
1977,Graduation,Single,23763.0,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,691,1,37,31-45,1,42,0,4,1,36,0
1984,Graduation,Partner,72570.0,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,65,0,30,18-30,0,1089,0,22,0,865,0
1976,Master,Partner,34529.0,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,653,1,38,31-45,1,162,0,7,1,121,0
1951,Graduation,Single,70792.0,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,508,1,63,61+,0,1272,0,17,0,1158,0
1982,Graduation,Partner,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,604,1,32,31-45,0,1173,0,18,0,1028,0
1974,Master,Partner,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,9,0,40,31-45,1,816,0,21,1,801,0
1968,Graduation,Single,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,455,1,46,46-60,2,74,0,6,1,71,0
1954,Graduation,Partner,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,502,1,60,46-60,1,134,0,7,1,122,0
1940,PhD,Single,51141.0,0,0,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,356,0,74,61+,0,157,0,8,0,151,0
1976,Graduation,Partner,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,284,0,38,31-45,1,561,0,16,1,512,0
1951,Graduation,Single,80872.0,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,48,0,63,61+,0,1336,0,18,0,1228,0
1976,PhD,Partner,72335.0,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,685,1,38,31-45,0,2092,0,22,0,2092,0
1964,PhD,Single,61798.0,0,0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,218,0,50,46-60,0,463,0,15,0,450,0
1950,PhD,Single,76842.0,0,0,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,57,0,64,61+,0,1130,0,16,0,1098,0
1976,Graduation,Partner,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,163,0,38,31-45,1,20,0,4,1,19,0
1956,Graduation,Single,46998.0,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,615,1,58,46-60,1,377,1,13,1,350,1
1990,Graduation,Single,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,432,1,24,18-30,0,1544,1,27,0,1527,1
1950,PhD,Single,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,53,0,64,61+,2,138,0,7,1,122,0
1965,Master,Partner,70053.0,0,1,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,361,0,49,46-60,1,1012,0,23,1,923,0
1962,PhD,Single,71670.0,0,0,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,355,0,52,46-60,0,1766,3,14,0,1606,1
